Latitude,Longitude,id,Name,Healthlink,Address,Phone,Fax,Email,Date Of La,COUNTY_ENG,SUPPLY,xcoord,ycoord
53.320526000000001,-6.292739,1229,Sundrive Medical Centre,1229,"36 Sundrive Road, Dublin 12, D12 AR22",01 4925947 550619,01 4924377,sundrivemed@eircom.net,08-Apr-22,DUBLIN CITY,1.09,-6.29246897,53.32066451
53.351287999999997,-6.251917,2497,Dr Maria Lube,2497,"36c Talbot Street, Dublin 1, D01 YD83",01 8727483 105352 089 9863488,,,11-Apr-22,DUBLIN CITY,1.09,-6.251840957,53.35113644
53.343285999999999,-6.269691,1873,Joseph Molony,1873,"37 Castle Street, Dublin 2, D02 H773",01 4767010 506258 086 2444332,01 6778139,,11-Apr-22,DUBLIN CITY,1.09,-6.269661348,53.34321439
53.298025000000003,-6.162711,5171,Dr Cathal O'Sullivan,5171,"37 Seapoint Avenue, Blackrock, Co. Dublin, A94 X3T8",550336 087 2213737,,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.162583752,53.29799186
53.296357999999998,-6.199572,1709,Dr Peter Staunton,1709,"37 Woodlands Park, Stillorgan, Co. Dublin, A94 KX81",01 2888254 293806,,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.19987424,53.29656533
53.362850999999999,-6.238951,1238,Fairview Medical Centre,1238,"37/39 Fairview Strand, Dublin 3, D03 F8C2",01 8339856 01 8530071 292755,01 8530891,fairviewmedicalcentre.gp@healthmail.ie,08-Apr-22,DUBLIN CITY,1.09,-6.238972807,53.36272696
53.343285999999999,-6.269691,2446,HSE - Addiction Services Castle St,2446,"37-40 Castle Street, Dublin 2, D02 H773",01 4767010 01 4767010,01 6778139,,06-May-20,DUBLIN CITY,1.09,-6.269661348,53.34321439
53.335040999999997,-6.294318,5308,CovidAss - Rialto,5308,"379_383 South Circular Road, Dublin 8, D08 E0X7",086 0354155 766133,,,07-Apr-22,DUBLIN CITY,1.09,-6.294222025,53.33517703
53.388668000000003,-6.195278,1368,Tonlegee Medical Practice,1368,"38 Tonlegee Road, Dublin 5, D05 K3V7",01 8474741 831176 087 9038254,01 8488829,,12-Apr-22,DUBLIN CITY,1.09,-6.195414516,53.38871334
53.363812000000003,-6.177564,3393,Sveikas Zmogus Family Medical Clinic,3393,"384 Clontarf Road, Dublin 3, D03 E3H0",085 7427842 677668 086 6695385,01 8533055,,26-Apr-22,DUBLIN CITY,1.09,-6.177463134,53.36388033
53.317951000000001,-6.271167,4202,Dr Geraldine Morrow,4202,"39 Grosvenor Road, Dublin 6, D06 WR65",01 4970392 703701,,,27-Apr-22,DUBLIN CITY,1.09,-6.271279268,53.31779137
53.381597999999997,-6.24081,2371,Whitehall Clinic,2371,"394a Collins Avenue, Dublin 9, D09 F1T2",01 5382871 573267,01 5382873,,27-Apr-22,DUBLIN CITY,1.09,-6.240910749,53.38144239
53.360004000000004,-6.264452,4212,Children's Clinic,0,"398/400 North Circular Road, Dublin 7, D07 ER26",,,,06-Feb-20,DUBLIN CITY,1.09,-6.264490537,53.36000766
53.401082000000002,-6.180009,1220,Meridian Clinic - Clarehall,1220,"3rd Floor Clarehall Shopping Centre, Malahide Road, Northern Cross, Dublin 17, D17 NX38",01 8770818 620299 087 7612304,01 8770819,clarehall@meridianclinic.ie,08-Apr-22,DUBLIN CITY,1.09,-6.17933577,53.40160827
53.287187000000003,-6.376216,2418,GPs at Tallaght Cross,2418,"3rd Floor, Tallaght Cross West, Dublin 24, D24 DH74",01 9058012,01 9058013,,27-Aug-18,SOUTH DUBLIN,2.264,-6.376200679,53.28714097
53.293016000000001,-6.309081,1846,The Family Medicine Centre,1846,"4 Ballyroan Road, Dublin 16, D16 A2N6",01 4946498 222240,01 4946064,,22-Apr-22,SOUTH DUBLIN,2.264,-6.308712753,53.29307239
53.356977999999998,-6.267802,1240,The Berkeley Clinic,1240,"4 Berkeley Street, Dublin 7, D07 R6DD",01 8302841 81861 087 9905506,01 8602003,eugenegoc@eircom.net,08-Apr-22,DUBLIN CITY,1.09,-6.268007515,53.35692672
53.340746000000003,-6.261516,3364,Dr El-Zayed Hegazy,0,"4 Chatham Street, Dublin 2, D02 R223",01 6139930 084770,01 6334511,,26-Apr-22,DUBLIN CITY,1.09,-6.261486212,53.34081871
53.304276000000002,-6.281345,1822,Dodder Park Medical,1822,"4 Dodder Park Drive, Dublin 14, D14 VY57",01 4055300 627496 086 8658344,01 4055300,,22-Apr-22,SOUTH DUBLIN,2.264,-6.281103999,53.3043499
53.335205000000002,-6.250379,1731,The D2 Medical Centre,1731,"4 Fitzwilliam Square East, Dublin 2, D02 FE06",01 6314500 172729,01 6624263,,15-Apr-22,DUBLIN CITY,1.09,-6.250623951,53.33529177
53.335205000000002,-6.250379,3327,Raglan Sports Medicine,0,"4 Fitzwilliam Square East, Dublin 2, D02 FE06",01 6629279,01 6622323,gp@theraglanclinic.com,30-Mar-22,DUBLIN CITY,1.09,-6.250623951,53.33529177
53.285905999999997,-6.293121,1710,Rathfarnham Medical Centre,1710,"4 Glendoher Road, Dublin 16, D16 W726",01 4934122 783604,01 4934940,,15-Apr-22,SOUTH DUBLIN,2.264,-6.293312173,53.28591384
53.327413999999997,-6.243316,5278,Dr Wendy Lynch,5278,"4 Morehampton Road, Dublin 4, D04 T9C8",01 6697552 532028,,,27-Apr-22,DUBLIN CITY,1.09,-6.243818323,53.32717352
53.327413999999997,-6.243316,5424,Dr Michael Moore,5424,"4 Morehampton Road, Dublin 4, D04 T9C8",01 6602933 985145,,,28-Apr-22,DUBLIN CITY,1.09,-6.243818323,53.32717352
53.422007000000001,-6.474414,1847,Dunboyne Family Practitioners,1847,"4 Navan Road, Dunboyne, Co. Meath, A86 KV44",01 8252105 064543 086 3525524,01 8252626,,30-Mar-22,MEATH,2.034482758,-6.474414,53.422007
53.342241000000001,-6.280747,1188,Thomas Court Primary Care,1188,"4 Saint Catherine's Lane West, Dublin 8, D08 WTW0",01 4539514  497778 087 2369532,01 4539110,,08-Apr-22,DUBLIN CITY,1.09,-6.280763405,53.34217432
53.370050999999997,-6.253849,1116,Drumcondra Medical,1116,"40 Drumcondra Road Upper, Dublin 9, D09 C4H3",01 8377315 670935,01 8572263,,07-Apr-22,DUBLIN CITY,1.09,-6.254139199,53.37011404
53.384231000000000,-6.220735,1052,Hampson Surgery,1052,"40 Whitethorn Rise, Artane, Dublin 5, D05 AK31",01 8312260 627052,01 8327246,aidanhampson@yahoo.com,07-Apr-22,DUBLIN CITY,1.09,-6.220971202,53.38425801
53.353420000000000,-6.285181,1366,Manor Street Family Practice,1366,"40/41 Manor Street, Dublin 7, D07 W586",01 8386319 190648 086 3366478,01 8386319,info@manorstfamilypractice.ie,12-Apr-22,DUBLIN CITY,1.09,-6.28533846,53.35334382
53.360004000000004,-6.264452,4237,Dr Vida Naciene,0,"400 North Circular Road, Dublin 7, D07 ER26",262406 086 1952539,,,27-Apr-22,DUBLIN CITY,1.09,-6.264490537,53.36000766
53.300941999999999,-6.177292,2018,Blackrock Family Practice,2018,"41 Main Street, Blackrock, Co. Dublin, A94 D5P2",01 2789369 638119 086 8100803,01 2143413,info@gpblackrock.com,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.17719183,53.30086284
53.300941999999999,-6.177292,5351,Other - Practitioner Health Matters Programme,5351,"41 Main Street, Blackrock, Co. Dublin, A94 D5P2",01 2789369 256290,,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.17719183,53.30086284
53.277709000000002,-6.141104,2199,Dr Padraic Doherty,2199,"41 Sallynoggin Road, Sallynoggin, Co. Dublin, A96 R2T8",01 2855520 411736,01 2024843,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.140908401,53.27756566
53.342647999999997,-6.362248,2737,Dr Eric Dilworth,0,"411 Ballyfermot Road, Dublin 10, D10 K683",01 6265998 653952,,,19-Apr-22,DUBLIN CITY,1.09,-6.361796505,53.34264387
53.378134000000003,-6.260988,1002,Griffith Avenue Practice,1002,"411 Griffith Avenue, Dublin 9, D09 YY19",01 8373611 186351,01 8373295,griffithdoc@eircom.net & gap.gp@healthmail.ie,07-Apr-22,DUBLIN CITY,1.09,-6.261081012,53.37792738
53.335681000000001,-6.240417,2568,Dr. Patricia Comer,0,"44 Haddington Road, Dublin 4, D04 Y718",01 6688504 767246,,,11-Apr-22,DUBLIN CITY,1.09,-6.240277165,53.33550983
53.382553000000001,-6.205943,1610,Dr Tarek Zourob,1610,"44 Malahide Road, Dublin 5, D05 XD74",01 8510041 184609,,,15-Apr-22,DUBLIN CITY,1.09,-6.205848397,53.38273437
53.311383999999997,-6.315041,5095,Dr David Ogunmodede,0,"44 Muckross Avenue, Dublin 12, D12 VK49",031729,,,27-Apr-22,SOUTH DUBLIN,2.264,-6.314947093,53.31126857
53.287995000000002,-6.186895,4199,Dr Gillian Darling,0,"44 Orpen Green, Blackrock, Co. Dublin, A94 A8P9",087 6683328,,,22-Mar-20,DUN LAOGHAIRE/RATHDOWN,2.393,-6.186966957,53.28809682
53.342830999999997,-6.249774,1489,Dr Anvor Amod,1489,"44 Westland Row, Dublin 2, D02 W274",01 6618634 01 6618610 452142,,,15-Apr-22,DUBLIN CITY,1.09,-6.250048025,53.34289096
53.354883000000001,-6.260893,5578,HSE - CAMHS Day Hospital,0,"44/45 North Great George's Street, Dublin 1, D01 Y8E8",948041 01 9026450,,,28-Apr-22,DUBLIN CITY,1.09,-6.261138844,53.35476379
53.379992000000001,-6.171895,1055,Crosby Medical Practice,1055,"443 Howth Road, Dublin 5, D05 Y432",01 8310243 441740,01 8317807,,07-Apr-22,DUBLIN CITY,1.09,-6.171787086,53.38022556
53.349542999999997,-6.262404,5368,Popular Medical Centre,5368,"44a Henry Street, Dublin 1, D01 AK83",891200,,,28-Apr-22,DUBLIN CITY,1.09,-6.262374474,53.34948115
53.388081000000000,-6.297708,1066,Village Medical Centre,1066,"45-48 Main Street, Dublin 11, D11 TCC9",01 8341124 01 8341199 70469,01 8342585,,07-Apr-22,DUBLIN CITY,1.09,-6.297951843,53.38802164
53.323939000000003,-6.25268,1834,Beechwood Medical,1834,"46 Ashfield Road, Dublin 6, D06 X320",01 4961150  504803,,reception@beechwoodmedical.com,22-Apr-22,DUBLIN CITY,1.09,-6.25275902,53.32394307
53.320296999999997,-6.39523,1957,Dr Richard Mullen,1957,"48 Tower Road, Dublin 22, D22 F2P9",01 6581034 089645,,,22-Apr-22,SOUTH DUBLIN,2.264,-6.394718412,53.32043017
53.320296999999997,-6.39523,3276,Dr John O'Grady,3276,"48 Tower Road, Dublin 22, D22 F2P9",01 4573143 732756,,,26-Apr-22,SOUTH DUBLIN,2.264,-6.394718412,53.32043017
53.341417000000000,-6.262859,5440,Other - South William Clinic & Spa,5440,"48 William Street South, Dublin 2, D02 T212",01 5379222 478111,,info@southwilliamspa.com,28-Apr-22,DUBLIN CITY,1.09,-6.263041933,53.34146586
53.356504000000001,-6.441277,2249,Dr Samir Ekky,2249,"49 Esker Lawns, Lucan, Co. Dublin, K78 A5R2",01 6219715 543611,,,27-Apr-22,SOUTH DUBLIN,2.264,-6.441534517,53.35645673
53.252710999999998,-6.124572,2309,Ballybrack Medical Centre,2309,"4a Church Road, Ballybrack, Glenageary, Co. Dublin, A96 CT85",01 2826904 899541,,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.124288813,53.25278222
53.277802999999999,-6.103797,1702,Dalkey Medical Practice,1702,"4a Saint Patrick's Road, Dalkey, Co. Dublin, A96 T2P0",01 2856600 928272 087 2469075,01 2856302,,15-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.103653082,53.27776445
53.320919000000004,-6.262572,1620,The Cambridge Clinic,1620,"5 Cambridge Villas, Dublin 6, D06 C9X5",01 4973917 906058 087 9812607,01 4065789,,15-Apr-22,DUBLIN CITY,1.09,-6.26273241,53.32088774
53.321187000000002,-6.390038,2283,Dr Fergus Purcell,2283,"5 Castle Crescent, Dublin 22, D22 Y7Y8",01 2691584 559599,,,27-Apr-22,SOUTH DUBLIN,2.264,-6.390081128,53.32111324
53.267485999999998,-6.135933,1978,Bayview Medical,1978,"5 Killiney Shopping Centre, Rochestown Avenue, Dun Laoghaire, Co. Dublin, A96 XA78",01 2720800 747729 087 2544086,01 2720688,,26-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.135864628,53.26744632
53.348004000000003,-6.258956,1406,O'Connel Street Medical Centre,1406,"5 O'connell Street Lower, Dublin 1, D01 P9F2",01 8746983 912332,01 8786036,kuan@thedoctor.co.uk,12-Apr-22,DUBLIN CITY,1.09,-6.258791622,53.34803174
53.289135000000002,-6.283571,1306,Dr Cantwell and Gleeson Surgery,1306,"5 Saint Enda's Drive, Dublin 14, D14 T2P8",01 4941238  984834,01 4937552,,08-Apr-22,SOUTH DUBLIN,2.264,-6.283508561,53.288993
53.289135000000002,-6.283571,1466,Dr Alex Khourie,1466,"5 Saint Enda's Drive, Dublin 14, D14 T2P8",01 4931038 376158,,,15-Apr-22,SOUTH DUBLIN,2.264,-6.283508561,53.288993
53.385705999999999,-6.065267,2720,Dr Joseph P Cranley,2720,"5/6 Main Street, Howth, Co. Dublin, D13 P2C1",01 8324267 779720,01 8324267,,12-Apr-22,FINGAL,2.212,-6.065070562,53.38575843
53.292822999999999,-6.297828,1304,Dr Claire McNicholas,1304,"50 Marian Road, Dublin 14, D14 R9P6",01 4930244 965826 086 2576696,01 4930245,,08-Apr-22,SOUTH DUBLIN,2.264,-6.297572113,53.29276539
53.319391000000003,-6.255461,5606,Dr. Maurice O'Farrell,5606,"50 Moyne Road, Dublin 6, D06 V4K6",0876362519 156835 0876362519,,,28-Apr-22,DUBLIN CITY,1.09,-6.255266438,53.31941619
53.396317000000003,-6.169544,1216,Dr Abdul Ibrahim,1216,"52 Ardara Avenue, Dublin 13, D13 RK03",01 8471647 605142,01 8476939,,08-Apr-22,DUBLIN CITY,1.09,-6.169626953,53.3963987
53.339927000000003,-6.278352,1678,Dr James O'Neill,0,"52 The Coombe, Dublin 8, D08 P588",01 4543556,01 4732830,,28-Mar-21,DUBLIN CITY,1.09,-6.278330166,53.33983908
53.322228000000003,-6.330304,1657,Dr John O'Connell,0,"52 Walkinstown Road, Dublin 12, D12 AA42",01 4567878,01 4544156,,28-Mar-21,DUBLIN CITY,1.09,-6.329994491,53.32210741
53.363930000000003,-6.25694,1855,Drumcondra Clinic,1855,"53 Drumcondra Road Lower, Dublin 9, D09 N4X8",01 8376701 392974 087 2906652,01 8576518,,22-Apr-22,DUBLIN CITY,1.09,-6.257322181,53.36405345
53.322242000000003,-6.283685,2487,Dr Ian O'Grady Kimmage,0,"53 Kimmage Road Lower, Dublin 6w, D6W C566",01 4927624 654515,,,11-Apr-22,DUBLIN CITY,1.09,-6.283380699,53.3220121
53.332124000000000,-6.253248,1338,The Adelaide Clinic,1338,"56 Adelaide Road, Dublin 2, D02 H337",01 6629279 19420,,,08-Apr-22,DUBLIN CITY,1.09,-6.253200707,53.33204202
53.351999999999997,-6.260157,3647,Other - Irish Family Planning Association,3647,"5-7 Cathal Brugha Street, Dublin 1, D01 F9K7",01 8727088 954943,01 8725734,,06-Apr-22,DUBLIN CITY,1.09,-6.260040806,53.35202053
53.358114999999998,-6.266489,1634,PMS Test Practice,1634,"58 Eccles Street, Dublin 7, D07 R652",01 8825606,01 8825606,,16-May-19,DUBLIN CITY,1.09,-6.266389515,53.35823659
53.338768000000002,-6.425636,5337,Other - GP Homecare - Dr Aziz,0,"58 Foxborough Road, Lucan, Co. Dublin, K78 AC67",713151,,,28-Apr-22,SOUTH DUBLIN,2.264,-6.425657334,53.33867047
53.372599000000001,-6.209371,1671,The Avenue Family Practice,1671,"59 Collins Avenue East, Dublin 5, D05 VE03",01 8336568 942292 087 2950641,01 8186222,,15-Apr-22,DUBLIN CITY,1.09,-6.209166676,53.3724899
53.456508999999997,-6.221171,2719,Other - Family Planning Clinic,2719,"59 Main Street, Swords, Co. Dublin, K67 T802",01 8407430 295367,01 8407430,,12-Apr-22,FINGAL,2.212,-6.220979765,53.45653815
53.310445999999999,-6.270023,5471,HSE - Lucena Clinic CAMHS,0,"59 Orwell Road, Dublin 6, D06 P9W4",01 4923596,,,28-Oct-20,DUBLIN CITY,1.09,-6.270095511,53.31026348
53.279611000000003,-6.364173,1626,Dr Ronan Donohoe,1626,"59a Old Bawn Way, Dublin 24, D24 RY77",01 4513386 724447 086 6289088,01 4597491,drpeterkeogh@msn.com,15-Apr-22,SOUTH DUBLIN,2.264,-6.364443094,53.27957812
53.291857999999998,-6.22925,1302,Goatstown Medical Centre,1302,"6 Drummartin Terrace, Dublin 14, D14 DY94",01 2986338 01 2984613 053844 087 2575627,01 2961160,rregan@iol.ie,08-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.229088945,53.29180231
53.320171000000002,-6.21422,4250,Dr Lisa Fay,4250,"6 Merrion Court, Merrion Road, Dublin 4, D04 DD58",01 6853100 510118 087 1217585,01 2101573,info@cosmeticdoctor.ie,27-Apr-22,DUBLIN CITY,1.09,-6.214596155,53.31993616
53.289876000000000,-6.243896,2326,Priority Medical Clinic,2326,"6 Pembroke Cottages, Main Street, Dundrum, Dublin 14, D14 A9W8",01 2916153 589336,01 2980572,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.243779428,53.28977884
53.330016999999998,-6.285251,4241,Dr Andrew Low,4241,"6 Swanward Court, Parnell Road, Dublin 12, D12 A6Y2",894539,01 6961071,,27-Apr-22,DUBLIN CITY,1.09,-6.285541377,53.33006199
53.378331000000003,-6.380247,1189,Hazem Kahlout,1189,"62 Maple Drive, Dublin 15, D15 K29F",01 8278766 008196,014 8157188,kahlout@eircom.net,08-Apr-22,FINGAL,2.212,-6.380420854,53.37817277
53.378331000000003,-6.380247,1461,Dr Hassan Al Bayyari,1461,"62 Maple Drive, Dublin 15, D15 K29F",01 8206677 368344,01 8206689,,15-Apr-22,FINGAL,2.212,-6.380420854,53.37817277
53.327482000000003,-6.224879,2464,Other - Aesthetic Surgery Ireland,2464,"62 Merrion Road, Dublin 4, D04 W3P9",087 9722548 736921,,,12-Apr-22,DUBLIN CITY,1.09,-6.225221399,53.3272887
53.327482000000003,-6.224879,5364,Other - National Eating Disorders Recovery Centre,0,"62 Merrion Road, Dublin 4, D04 W3P9",01 5385278,,,24-Aug-21,DUBLIN CITY,1.09,-6.225221399,53.3272887
53.291141000000003,-6.171393,1343,Blackrock Medical Practice,1343,"62 Newtownpark Avenue, Blackrock, Co. Dublin, A94 DH59",01 2835747 416236 087 2563234,01 2835498,,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.17165362,53.29130057
53.362448999999998,-6.217209,2716,Henry Medical,2716,"63 Clontarf Road, Dublin 3, D03 R8P9",01 8338207  153100,01 8339260,,12-Apr-22,DUBLIN CITY,1.09,-6.217420837,53.36250597
53.334792999999998,-6.241873,1952,Dr P Harte,1952,"63 Haddington Road, Dublin 4, D04 T0X3",01 6681897 856759,01 6681997,,22-Apr-22,DUBLIN CITY,1.09,-6.241763377,53.33483169
53.332866000000003,-6.257222,5177,HSE - Workplace Health & Wellbieng,0,"63/64 Adelaide Road, Dublin 2, D02 FR50",087 7080882,,,25-Mar-20,DUBLIN CITY,1.09,-6.2571341,53.3329719
53.339083000000002,-6.302774,1400,Kilmainham Medical Centre,1400,"632 South Circular Road, Dublin 8, D08 HF80",01 4532432 806259 087 2486749,01 4532432,,12-Apr-22,DUBLIN CITY,1.09,-6.302813967,53.33893709
53.303725999999997,-6.367716,1801,Durkin & Daly - Tallaght,1801,"64 The Park, Kingswood Heights, Dublin 24, D24 F4WD",01 4516567 290614 087 2582034,01 4610823,,22-Apr-22,SOUTH DUBLIN,2.264,-6.367859764,53.30359357
53.381664000000001,-6.276519,1001,Cremore Clinic,1001,"66 Ballygall Road East, Dublin 11, D11 RX50",01 8344611 01 8344612 998527 123,01 8640255,,30-Mar-22,DUBLIN CITY,1.09,-6.2764356,53.3817627
53.352643999999998,-6.284636,1254,Stoneybatter Family Practice,1254,"66 Manor Street, Dublin 7, D07 R152",01 6793197 722269,01 6793197,,08-Apr-22,DUBLIN CITY,1.09,-6.284406515,53.35276498
53.327271000000003,-6.224565,1392,Ballsbridge Medical Centre,1392,"66 Merrion Road, Dublin 4, D04 N1W5",01 6600236 103594,01 6600769,,12-Apr-22,DUBLIN CITY,1.09,-6.224956183,53.3271002
53.296055000000003,-6.262042,3409,Churchtown Medical Centre,0,"67 Churchtown Road Upper, Dublin 14, D14 KR83",01 2983095  806464,,,26-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.261737567,53.29603674
53.274137000000003,-6.162297,1956,Dr Clement McCrory,1956,"67 Clonkeen Road, Deansgrange, Blackrock, Co. Dublin, A94 YC52",01 2894453  092218,01 2894458,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.161878613,53.27421638
53.331755999999999,-6.237052,2134,Other - Well Woman Clinic Dublin,2134,"67 Pembroke Road, Dublin 4, D04 E6F4",01 6681108 849478 086 1584319,,,05-Apr-22,DUBLIN CITY,1.09,-6.237753063,53.33183515
53.356642000000001,-6.268166,1050,The Meridian Clinic Mountjoy,1050,"67/67a Mountjoy Street, Dublin 7, D07 NN50",01 8743017 379494,01 8749822,,07-Apr-22,DUBLIN CITY,1.09,-6.267952795,53.35663198
53.362276999999999,-6.195297,1175,Vernon Medical Centre,1175,"67/67a Vernon Avenue, Dublin 3, D03 N2H7",01 8532070 783321 086 389 7005,01 8532070,,08-Apr-22,DUBLIN CITY,1.09,-6.195279647,53.36244882
53.294057000000002,-6.155168,3941,Dr Declan Whelan,0,"68 Monkstown Road, Monkstown, Blackrock, Co. Dublin, A94 T276",01 2809255 01 7031338 967882,,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.155282515,53.29383329
53.332641000000002,-6.239053,2465,Morris Clinic,2465,"68 Pembroke Road, Dublin 4, D04 A3T6",01 9012210 489285,,drvbmorris@icloud.com,11-Apr-22,DUBLIN CITY,1.09,-6.239109412,53.33244591
53.334885000000000,-6.245852,1262,Occupational Health Dept - Medmark,1262,"69 Baggot Street Lower, Dublin 2, D02 HW52",01 6761493 890555,01 6614787,niamh@medmark.ie,08-Apr-22,DUBLIN CITY,1.09,-6.24603616,53.33480755
53.299562000000002,-6.323702,4266,St Judes Family Practice,4266,"69a Orwell Park Rise, Dublin 6w, D6W AF86",01 4509057 676388,01 5328569,,27-Apr-22,SOUTH DUBLIN,2.264,-6.323992499,53.2995071
53.362327000000001,-6.205298,2108,Dr Ailish Leavy,0,"7 Castle Road, Dublin 3, D03 VX88",01 8332046 994383,,,27-Apr-22,DUBLIN CITY,1.09,-6.205560605,53.36234727
53.342202999999998,-6.257748,1837,Travel Health Clinic,1837,"7 Dawson Street, Dublin 2, D02 HX22",01 6334977 405384,,,22-Apr-22,DUBLIN CITY,1.09,-6.25796988,53.34222754
53.356814999999997,-6.450634,1352,The Medical Centre,1352,"7 Main Street, Lucan, Co. Dublin, K78 K072",01 6280654 01 6280894 678108 087 2403842,01 6219227,,11-Apr-22,SOUTH DUBLIN,2.264,-6.450436567,53.35676117
53.357720000000000,-6.265186,5316,Other - Safetynet Primary Care Assessment Hub,5316,"70 Eccles Street, Dublin 7, D07 A977",429793 0871523589,,,07-Apr-22,DUBLIN CITY,1.09,-6.265077587,53.35785248
53.331308000000000,-6.223474,2567,Dr Cahill Surgery,2567,"70 Serpentine Avenue, Dublin 4, D04 E067",01 6600533 111391,01 6602855,,28-Apr-22,DUBLIN CITY,1.09,-6.223343504,53.33125837
53.348084000000000,-6.260672,2272,Abbey Street Medical Centre,2272,"71 Abbey Street Middle, Dublin 1, D01 E7K5",01 8734975 193106,,,20-Apr-22,DUBLIN CITY,1.09,-6.260712966,53.34822557
53.296146000000000,-6.212413,1681,Mount Merrion Medical Clinic,1681,"71 Deerpark Road, Mount Merrion, Blackrock, Co. Dublin, A94 D087",01 2834110 608426 086 8183518,01 2835697,admin@mmmc.ie/,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.212415191,53.2962785
53.393247000000002,-6.285765,2350,Willow Park Medical Centre,2350,"72 Willow Park Crescent, Dublin 11, D11 X981",01 6946001 288291 01 6946002,,willowparkmedicalcentre.gp@healthmail.ie,27-Apr-22,DUBLIN CITY,1.09,-6.285854771,53.39325957
53.370471999999999,-6.485837,3280,Dr Gerard O'Flaherty,3280,"74 Newtown Park, Leixlip, Co. Kildare, W23 A376",062 46028 857312,062 47503,,26-Apr-22,KILDARE,1.567307692,-6.485837,53.370472
53.269477999999999,-6.223699,1355,The Surgery,1355,"76 Sandyford Village, Dublin 18, D18 X2X8",01 295 6744 715667 087 240 8426,01 294 0863,john@hastingssurgery.ie,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.223868119,53.26938759
53.347228000000001,-6.281873,2358,Dental & Medical Clinic Benburb Street,2358,"77 Benburb Street, Dublin 7, D07 E9DE",01 5384913 702988,,,27-Apr-22,DUBLIN CITY,1.09,-6.281762405,53.34721696
53.335374999999999,-6.265462,5304,SmartHealth,5304,"77 Camden Street Lower, Dublin 2, D02 XE80",706658 087 6213049,,,28-Apr-22,DUBLIN CITY,1.09,-6.265487465,53.33547705
53.335374999999999,-6.265462,5540,Dr Online,5540,"77 Camden Street Lower, Dublin 2, D02 XE80",929439 0838507234,,,28-Apr-22,DUBLIN CITY,1.09,-6.265487465,53.33547705
53.389930999999997,-6.22983,1043,Beaumont Park Clinic,1043,"77 The Park, Beaumont Woods, Dublin 9, D09 T974",01 8378158 020648,01 8378930,beaumontparkclinic@eircom.net,07-Apr-22,DUBLIN CITY,1.09,-6.230115999,53.390266
53.338723000000002,-6.251465,1158,Fitzwilliam Medical Centre,1158,"79 Fitzwilliam Lane, Dublin 2, D02 V567",01 6785100 031989 087 6787531,01 6785300,info@fitzmedical.com,08-Apr-22,DUBLIN CITY,1.09,-6.251628716,53.33853623
53.299675999999998,-6.308431,1157,Cypress Clinic,1157,"8 Cypress Park, Templeogue, Dublin 6W, D6W YY63",01 4903095 779188 086 2229219,01 4927628,,08-Apr-22,SOUTH DUBLIN,2.264,-6.308542361,53.29954583
53.336675000000000,-6.452609,5420,Other - Text a Doc,5420,"8 Hansted Road, Lucan, Co. Dublin, K78 DE72",086 0146369 985916,,,12-Apr-22,SOUTH DUBLIN,2.264,-6.452473019,53.33667134
53.367942999999997,-6.226615,1222,Dr John Blennerhassett,1222,"80a Malahide Road, Dublin 3, D03 HK53",01 8336977 323701,01 8530071,,08-Apr-22,DUBLIN CITY,1.09,-6.226879142,53.36809573
53.290534999999998,-6.131597,1531,Other - Womens Health Clinic,1531,"81 George's Street Upper, Dun Laoghaire, Co. Dublin, A96 AT10",01 2300556 193489,01 2303535,,15-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.131736248,53.29041211
53.351089000000002,-6.454768,3265,Dr Panos Harris,3265,"84a Hillcrest Park, Hillcrest, Lucan, Co. Dublin, K78 CD58",01 6280652 041162,01 6246193,,26-Apr-22,SOUTH DUBLIN,2.264,-6.454992546,53.35117642
53.310378000000000,-6.282605,1823,Terenure Medical,1823,"84a Terenure Road East, Dublin 6, D06 W5A2",01 4907077 782096 086 8341546,01 4929780,,22-Apr-22,DUBLIN CITY,1.09,-6.28276161,53.3104034
53.366030000000002,-6.213633,5311,other - Dr Lee Motherway - St Lawrence Road,5311,"87 Saint Lawrence Road, Dublin 3, D03 Y403",150642,,,07-Apr-22,DUBLIN CITY,1.09,-6.213948967,53.36608618
